CASE_NUMBER;CASE_STATUS;CASE_SUBMITTED;DECISION_DATE;VISA_CLASS;EMPLOYMENT_START_DATE;EMPLOYMENT_END_DATE;EMPLOYER_NAME;EMPLOYER_BUSINESS_DBA;EMPLOYER_ADDRESS;EMPLOYER_CITY;EMPLOYER_STATE;EMPLOYER_POSTAL_CODE;EMPLOYER_COUNTRY;EMPLOYER_PROVINCE;EMPLOYER_PHONE;EMPLOYER_PHONE_EXT;AGENT_REPRESENTING_EMPLOYER;AGENT_ATTORNEY_NAME;AGENT_ATTORNEY_CITY;AGENT_ATTORNEY_STATE;JOB_TITLE;SOC_CODE;SOC_NAME;NAICS_CODE;TOTAL_WORKERS;NEW_EMPLOYMENT;CONTINUED_EMPLOYMENT;CHANGE_PREVIOUS_EMPLOYMENT;NEW_CONCURRENT_EMPLOYMENT;CHANGE_EMPLOYER;AMENDED_PETITION;FULL_TIME_POSITION;PREVAILING_WAGE;PW_UNIT_OF_PAY;PW_WAGE_LEVEL;PW_SOURCE;PW_SOURCE_YEAR;PW_SOURCE_OTHER;WAGE_RATE_OF_PAY_FROM;WAGE_RATE_OF_PAY_TO;WAGE_UNIT_OF_PAY;H1B_DEPENDENT;WILLFUL_VIOLATOR;SUPPORT_H1B;LABOR_CON_AGREE;PUBLIC_DISCLOSURE_LOCATION;WORKSITE_CITY;WORKSITE_COUNTY;WORKSITE_STATE;WORKSITE_POSTAL_CODE;ORIGINAL_CERT_DATE
I-200-14076-536965;WITHDRAWN;41717.0;42943.0;H-1B;41898.0;42993.0;HOSPIRA, INC.;;275 NORTH FIELD DRIVE;LAKE FOREST;IL;60045;;;;;;,;;;SOFTWARE ENGINEER - PLATFORM EMBEDDED;15-1133;SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE;325412;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;74797.0;Year;;OES;2013;OFLC ONLINE DATA CENTER;74797.0;92352.0;Year;N;N;NA;;;SAN DIEGO;SAN DIEGO;CA;92128;
I-200-16364-267662;CERTIFIED;42733.0;42740.0;H-1B;42916.0;43465.0;IBM INDIA PRIVATE LIMITED;;3039 CORNWALLIS ROAD;DURHAM;NC;27709;UNITED STATES OF AMERICA;;9194862694;;N;,;;;IT SPECIALIST;15-1131;COMPUTER PROGRAMMERS;54151;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;61318.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;63138.0;0.0;Year;N;N;NA;;;CHICAGO;COOK;IL;60606;
I-200-17031-098826;CERTIFIED;42766.0;42772.0;H-1B;42767.0;43861.0;RADUS TEK SERVICES, INC;;100 FRANKLIN SQUARE DRIVE;SOMERSET;NJ;08873;UNITED STATES OF AMERICA;;7323029100;;N;,;;;BUSINESS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541512;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;63710.0;Year;Level I;Other;2017;OFLC ONLINE DATA CENTER;63710.0;0.0;Year;Y;N;Y;Y;;BOSTON;SUFFOLK;MA;02110;
I-200-17058-436614;CERTIFIED;42797.0;42803.0;H-1B;42974.0;44070.0;CALVIN KLEIN, INC.;N/A;205 WEST 39TH STREET;NEW YORK;NY;10018;UNITED STATES OF AMERICA;N/A;2122929785;;Y;SCHWARZ, DAN;NEW YORK;NY;BUYER, WOMEN'S COLLECTION;13-1022;WHOLESALE AND RETAIL BUYERS, EXCEPT FARM PRODUCTS;541490;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;73091.0;Year;Level III;OES;2016;OFLC ONLINE DATA CENTER;115000.0;0.0;Year;N;N;NA;;;NEW YORK;NEW YORK;NY;10018;
I-200-17080-381354;CERTIFIED;42816.0;42822.0;H-1B;42822.0;43918.0;SCHAWK USA, INC.;N/A;1695 S RIVER ROAD;DES PLAINES;IL;60018;UNITED STATES OF AMERICA;N/A;8478279494;;Y;MIELES, ANA MARIA;PITTSBURGH;PA;APPLICATION ARCHITECT;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541430;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;91541.0;Year;Level III;OES;2017;OFLC ONLINE DATA CENTER;100000.0;0.0;Year;N;N;NA;;;DES PLAINES;COOK;IL;60018;
I-200-17039-455878;CERTIFIED;42774.0;42780.0;H-1B;42781.0;43875.0;POLARIS CONSULTING AND SERVICES LTD;;20 CORPORATE PLACE SOUTH;PISCATAWAY;NJ;08854-6144;UNITED STATES OF AMERICA;;7325908109;;Y;MEHROTRA, RAKESH;RESTON;VA;IT PROJECT MANAGER 3;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;541512;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;81806.0;Year;Level III;OES;2016;OFLC ONLINE DATA CENTER;98000.0;0.0;Year;Y;N;Y;;;TAMPA;HILLSBOROUGH;FL;33610;
I-200-17191-360603;CERTIFIED;42926.0;42930.0;H-1B;42926.0;44021.0;FIFTH THIRD BANK, AN OHIO BANKING CORPORATION;;38 FOUNTAIN SQUARE PLAZA;CINCINNATI;OH;45263;;;;;;,;;;APPLICATION DEVELOPER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;522110;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;87589.0;Year;;OES;2017;OFLC ONLINE DATA CENTER;120000.0;0.0;Year;N;N;NA;;;CINCINNATI;HAMILTON;OH;45227;
I-200-17219-600318;CERTIFIED;42954.0;42958.0;H-1B;43106.0;44201.0;NISUM TECHNOLOGIES INC.;;500 S. KRAEMER BOULEVARD;BREA;CA;92821;;;;;;,;;;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;102669.0;Year;;OES;2017;OFLC ONLINE DATA CENTER;105000.0;0.0;Year;Y;N;Y;;;SAN FRANCISCO;SAN FRANCISCO;CA;94107;
I-200-17077-268123;CERTIFIED;42812.0;42817.0;H-1B;42994.0;44089.0;TW INSTALLATIONS LLC;;195 CENTRAL AVE;FARMINGDALE;NY;11735;UNITED STATES OF AMERICA;11735;6312567080;;Y;GREENBERG, DAVID;FLUSHING;NY;MECHANICAL ENGINEER;17-2141;MECHANICAL ENGINEERS;238150;1.0;1.0;0.0;0.0;0.0;0.0;0.0;N;31.06;Hour;Level I;OES;2016;OFLC ONLINE DATA CENTER;31.06;0.0;Hour;N;N;NA;Y;;FARMINGDALE;NEW YORK;NY;11735;
I-200-17039-572513;CERTIFIED;42776.0;42782.0;H-1B;42793.0;43887.0;CAPITAL ONE SERVICES, LLC;;15000 CAPITAL ONE DRIVE;RICHMOND;VA;23238;UNITED STATES OF AMERICA;;8042841000;;Y;EISENSTADT, MICHAEL;ATLANTA;GA;ASSOCIATE SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;522210;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;70803.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;71000.0;99900.0;Year;N;N;NA;;;MCLEAN;FAIRFAX;VA;22102;
I-200-16301-096461;CERTIFIED;42670.0;42676.0;H-1B;42670.0;43765.0;MASTECH DIGITAL TECHNOLOGIES, INC., A MASTECH DIGITAL, INC. COMPANY;MASTECH DIGITAL TECHNOLOGIES, INC.;1305 CHERRINGTON PARKWAY;MOON TOWNSHIP;PA;15108;UNITED STATES OF AMERICA;;4127872100;9553;N;,;;;SOFTWARE DEVELOPER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;6.0;1.0;1.0;1.0;1.0;1.0;1.0;Y;72571.0;Year;Level II;OES;2016;OFLC (ONLINE DATA CENTER);72571.0;87571.0;Year;Y;N;Y;Y;;PITTSBURGH;ALLEGHENY;PA;15222;
I-200-17046-133496;CERTIFIED;42782.0;42789.0;H-1B;42964.0;44059.0;ACCENTURE LLP;N/A;161 N. CLARK ST.;CHICAGO;IL;60601;UNITED STATES OF AMERICA;N/A;3126930161;N/A;Y;GUPTA, OISHIKA;CHICAGO;IL;FUNCTIONAL CONSULTANT;15-1121;COMPUTER SYSTEMS ANALYSTS;5416;2.0;2.0;0.0;0.0;0.0;0.0;0.0;Y;59717.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;75800.0;0.0;Year;N;N;NA;;;NEW ORLEANS;ORLEANS;LA;70113;
I-200-17016-055131;CERTIFIED;42751.0;42755.0;H-1B;42754.0;43848.0;AVVENTIS, INC.;;1656 OAK TREE ROAD;EDISON;NJ;08820;UNITED STATES OF AMERICA;;6094474480;;Y;GURNANI, RAMESH;EDISON;NJ;IT CONSULTANT (SAP QA);15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1.0;0.0;0.0;1.0;0.0;0.0;0.0;Y;58573.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;75000.0;0.0;Year;Y;N;Y;;;INDIANAPOLIS;MARION;IN;46225;
I-200-17221-349219;CERTIFIED;42956.0;42962.0;H-1B;42965.0;43373.0;INTEGRATION APPLIANCE, INC.;;200 PORTAGE AVE;PALO ALTO;CA;94306;;;;;;,;;;PRODUCT MANAGER;11-2021;MARKETING MANAGERS;511200;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;127780.0;Year;;Other;2017;AON RADFORD GLOBAL TECHNOLOGY SALARY SURVEY;135000.0;0.0;Year;N;N;NA;Y;;PALO ALTO;SANTA CLARA;CA;94306;
I-200-17222-607968;CERTIFIED;42957.0;42963.0;H-1B;42957.0;44052.0;CAPGEMINI AMERICA INC;;333 WEST WACKER DRIVE;CHICAGO;IL;60606;;;;;;,;;;NETWORK ENGINEER 2;15-1142;NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS;5416;3.0;0.0;1.0;0.0;0.0;1.0;1.0;Y;74110.0;Year;;OES;2017;OFLC ONLINE DATA CENTER;74300.0;0.0;Year;Y;N;Y;;;OAK BROOK;DUPAGE;IL;60523;
I-200-17045-576959;CERTIFIED;42782.0;42789.0;H-1B;42964.0;44059.0;DEBEVOISE & PLIMPTON LLP;N/A;919 THIRD AVE.;NEW YORK;NY;10022;UNITED STATES OF AMERICA;N/A;2129096000;;Y;MANDEL, MICHAEL;NEW YORK;NY;ASSOCIATE LAWYER;23-1011;LAWYERS;541110;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;123552.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;210000.0;0.0;Year;N;N;NA;;;NEW YORK;NEW YORK;NY;10022;
I-200-17037-844366;CERTIFIED;42772.0;42776.0;H-1B;42952.0;44047.0;CAPGEMINI AMERICA INC;N/A;333 WEST WACKER DRIVE;CHICAGO;IL;60606;UNITED STATES OF AMERICA;N/A;3123955000;;N;,;;;BUSINESS ANALYST 2;13-1111;MANAGEMENT ANALYSTS;5416;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;84198.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;84200.0;0.0;Year;Y;N;Y;;;NEW YORK;NEW YORK;NY;10020;
I-200-17067-104142;CERTIFIED;42809.0;42815.0;H-1B;42984.0;44080.0;QUOTIENT TECHNOLOGY, INC.;(FKA COUPONS.COM, INC.);400 LOGUE AVENUE;MOUNTAIN VIEW;CA;94043;UNITED STATES OF AMERICA;;6506058411;;Y;DEHAEZE, SANDRINE;SAN FRANCISCO;CA;SENIOR SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;519130;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;93683.0;Year;N/A;Other;2016;DIETRICH 2016 FALL ENGINEERING SALARY SURVEY;93683.0;0.0;Year;N;N;NA;;;MOUNTAIN VIEW;SANTA CLARA;CA;94043;
I-200-17067-103022;CERTIFIED;42804.0;42810.0;H-1B;42804.0;43899.0;S9 TECHNOLOGIES INC;RAMA MOHAN KATRAGADDA;4640 VALAIS COURT;JOHN'S CREEK;GA;30022;UNITED STATES OF AMERICA;N/A;6786798516;;N;,;;;COMPUTER SYSTEMS ANALYSTS;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;47154.0;Year;Level I;Other;2016;OFLC ONLINE DATA CENTER;50000.0;0.0;Year;N;N;Y;Y;;CUMMING;FORSYTH;GA;30040;
I-200-16340-577294;CERTIFIED;42709.0;42713.0;H-1B;42767.0;43861.0;EMORY UNIVERSITY;;1380 S. OXFORD ROAD NE;ATLANTA;GA;30322;UNITED STATES OF AMERICA;;4047275334;;N;,;;;POST DOCTORAL FELLOW;19-1042;MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS;611310;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;41725.0;Year;Level I;Other;2016;OFLC ONLINE DATA CENTER;47484.0;0.0;Year;N;N;;Y;;ATLANTA;DEKALB;GA;30322;
I-200-17083-075502;CERTIFIED;42818.0;42824.0;H-1B;42999.0;44094.0;SANN IT SOLUTIONS INC;;459 HERNDON PARKWAY;HERNDON;VA;20170;UNITED STATES OF AMERICA;N/A;7039757703;;Y;PARUTHIPATTU, ANANTHA;HERNDON;VA;PROGRAMMER ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;59717.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;60000.0;0.0;Year;Y;N;Y;;;NEW ORLEANS;ORLEANS;LA;70170;
I-200-17171-658547;WITHDRAWN;42906.0;42906.0;H-1B;43004.0;44099.0;JOHN MAGALHAES AND ASSOCIATES, INC.;;382 STATE ROAD;NORTH DARTMOUTH;MA;02747;UNITED STATES OF AMERICA;;5087170425;;Y;DISISTO, GIUSEPPINA;WAKEFIELD;MA;OPTOMETRIST;29-1041;OPTOMETRISTS;621320;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;39.81;Hour;Level I;OES;2016;OFLC ONLINE DATA CENTER;49.0;0.0;Hour;N;N;NA;Y;;NORTH DARTMOUTH;MA;MA;02747;
I-200-17242-897472;CERTIFIED;42977.0;42984.0;H-1B;42977.0;44073.0;ROVER RESOURCES, INC.;;1104 S MAYS STREET;ROUND ROCK;TX;78664;;;;;;,;;;BUSINESS SYSTEMS ANALYST;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;86653.0;Year;;OES;2017;OFLC ONLINE DATA CENTER;86660.0;105000.0;Year;N;N;NA;Y;;JERSEY CITY;HUDSON;NJ;07311;
I-200-17163-981549;CERTIFIED;42929.0;42935.0;H-1B;43015.0;44111.0;APEX COMPANIES, LLC;;15850 CRABBS BRANCH WAY;ROCKVILLE;MD;20855;;;;;;,;;;SENIOR ENGINEER;17-2081;ENVIRONMENTAL ENGINEERS;541711;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;79955.0;Year;;OES;2017;OFLC ONLINE DATA CENTER;90845.94;0.0;Year;N;N;NA;Y;;DALLAS;DALLAS;TX;75234;
I-200-17170-974544;CERTIFIED;42913.0;42919.0;H-1B;43038.0;44133.0;ST. CATHERINE HOSPITAL;;4321 FIR STREET;EAST CHICAGO;IN;46312;;;;;;,;;;MEDICAL TECHNOLOGIST;29-2011;MEDICAL AND CLINICAL LABORATORY TECHNOLOGISTS;6221;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;24.17;Hour;;OES;2016;OFLC ONLINE DATA CENTER;24.73;37.13;Hour;N;N;NA;;;EAST CHICAGO;LAKE;IN;46312;
I-200-17107-289838;CERTIFIED;42842.0;42846.0;H-1B;43008.0;44104.0;AMDOCS INC.;N/A;1390 TIMBERLAKE MANOR PARKWAY;CHESTERFIELD;MO;63017;UNITED STATES OF AMERICA;N/A;3142127000;;Y;PERKUL, ELISE;NEW YORK;NY;SR. RF ENGINEER;17-2071;ELECTRICAL ENGINEERS;541511;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;114858.0;Year;Level III;OES;2016;OFLC ONLINE DATA CENTER;116916.96;116916.96;Year;N;N;NA;Y;;HERNDON;FAIRFAX;VA;20171;
I-200-17065-637542;CERTIFIED;42800.0;42804.0;H-1B;42982.0;43373.0;GOMIAPP LLC;;53 KNIGHTSBRIDGE ROAD;PISCATAWAY;NJ;08854;UNITED STATES OF AMERICA;;6504917743;;N;,;;;PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;75795.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;75800.0;0.0;Year;Y;N;Y;Y;;PISCATAWAY;MIDDLESEX;NJ;08854;
I-200-17011-399419;CERTIFIED;42747.0;42754.0;H-1B;42928.0;44023.0;MICROSOFT CORPORATION;;1 MICROSOFT WAY;REDMOND;WA;98052;UNITED STATES OF AMERICA;;4258828080;;N;,;;;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;51121;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;106101.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;136771.0;0.0;Year;N;N;NA;;;REDMOND;KING;WA;98052;
I-200-17072-891219;CERTIFIED;42807.0;42811.0;H-1B;42987.0;44083.0;SBASE TECHNOLOGIES INC;;600 LAS COLINAS BLVD E;IRVING;TX;75039;UNITED STATES OF AMERICA;;4698844833;;N;,;;;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;25.5;Hour;Level I;OES;2017;OFLC ONLINE DATA CENTER;33.09;0.0;Hour;Y;N;Y;;;TAMPA;HILLSBOROUGH;FL;33613;
I-200-17084-704284;DENIED;42819.0;42824.0;H-1B;42823.0;43910.0;EDISQUARE INC.;;5700 MEMORIAL HWY;TAMPA;FL;33615;UNITED STATES OF AMERICA;;8132109631;;N;,;;;COMPUTER SYSTEMS ANALYSTS;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;73091.0;Year;Level II;OES;2017;OFLC ONLINE DATA CENTER;74000.0;0.0;Year;N;N;Y;Y;;DURAM;DURAM;NC;27709;
I-200-16315-042421;CERTIFIED;42688.0;42692.0;H-1B;42688.0;43782.0;VIZIENT, INC.;;290 E. JOHN CARPENTER FREEWAY;IRVING;TX;75062;UNITED STATES OF AMERICA;;9728687564;;Y;ANSBACH, CINDY;DALLAS;TX;LEAD, SYSTEMS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;55111;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;102461.0;Year;Level IV;OES;2016;OFLC ONLINE DATA CENTER;110000.0;0.0;Year;N;N;NA;;;CHICAGO;COOK;IL;60606;
I-200-14210-105060;CERTIFIED-WITHDRAWN;41849.0;42793.0;H-1B;41852.0;42947.0;SYNERZY SOFTWARE SOLUTIONS INC;;1 AUSTIN AVE.,;ISELIN;NJ;08830;UNITED STATES OF AMERICA;;7324142021;;N;,;;;PROGRAMMER / ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;65125.0;Year;Level I;OES;2014;OFLC ONLINE DATA CENTER;65500.0;66000.0;Year;Y;Y;N;Y;;PRINCETON;MERCER;NJ;08540;41856.0
I-200-17083-960400;CERTIFIED;42818.0;42824.0;H-1B;43001.0;44096.0;COMMAX INC.;;1171 TOWER ROAD;SCHAUMBURG;IL;60173;UNITED STATES OF AMERICA;;8479950996;;N;,;;;AUDITING ACCOUNTANT;13-2011;ACCOUNTANTS AND AUDITORS;4247;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;42120.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;42200.0;0.0;Year;N;N;NA;Y;;SCHAUMBURG;IL;IL;60173;
I-200-16080-951703;CERTIFIED-WITHDRAWN;42449.0;42819.0;H-1B;42623.0;43718.0;VIRTUAL MATRIX CORPORATION;DBA 1 SOURCE INC.;7200 FRANCE AVE, STE #324;EDINA;MN;55435;UNITED STATES OF AMERICA;;9528356400;;N;,;;;COMPUTER SYSTEMS ANALYST-QA;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;62234.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;63000.0;0.0;Year;Y;N;Y;Y;;EDINA;HENNEPIN;MN;55435;42453.0
I-200-17083-483170;CERTIFIED;42818.0;42824.0;H-1B;42835.0;43930.0;EPITEC, INC.;N/A;24800 DENSO DRIVE;SOUTHFIELD;MI;48033;UNITED STATES OF AMERICA;;2483536800;;Y;JACOB, SHAJU;TROY;MI;BUSINESS OBJECTS DEVELOPER;15-1133;SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE;54151;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;40.7;Hour;Level III;OES;2016;OFLC ONLINE DATA CENTER;48.5;0.0;Hour;N;N;NA;Y;;DEARBORN;WAYNE;MI;48120;
I-200-17053-238333;CERTIFIED;42790.0;42796.0;H-1B;42971.0;44067.0;FPT USA CORP.;N/A;801 E. CAMPBELL ROAD;RICHARDSON;TX;75081;UNITED STATES OF AMERICA;N/A;2142532662;;Y;SCHAHAM GORDON, GALI;SAN FRANCISCO;CA;BUSINESS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;2.0;2.0;0.0;0.0;0.0;0.0;0.0;Y;62754.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;62754.0;0.0;Year;Y;N;Y;Y;;RICHARDSON;DALLAS;TX;75081;
I-200-16279-622002;CERTIFIED;42648.0;42655.0;H-1B;42648.0;43742.0;CAPGEMINI AMERICA INC;N/A;333 WEST WACKER DRIVE;CHICAGO;IL;60606;UNITED STATES OF AMERICA;N/A;3123955000;;N;,;;;BUSINESS SYSTEMS ANALYST 2;15-1121;COMPUTER SYSTEMS ANALYSTS;5416;3.0;0.0;1.0;0.0;0.0;1.0;1.0;Y;77771.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;77800.0;0.0;Year;Y;N;Y;;;MINNETONKA;HENNEPIN;MN;55345;
I-200-17060-037138;CERTIFIED;42795.0;42801.0;H-1B;42976.0;44071.0;WB GAMES INC.;;4000 WARNER BLVD.;BURBANK;CA;91522;UNITED STATES OF AMERICA;;8189546000;;Y;ROGEN, RICHARD;SHERMAN OAKS;CA;SOFTWARE ENGINEER, GRAPHICS;15-1133;SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE;51219;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;100942.0;Year;Level II;Other;2016;OFLC ONLINE DATA CENTER;150000.0;0.0;Year;N;N;NA;Y;;KIRKLAND;KING;WA;98034;
I-200-17109-261905;CERTIFIED;42845.0;42851.0;H-1B;42851.0;43947.0;QUICKEN LOANS INC.;N/A;1050 WOODWARD AVE.;DETROIT;MI;48226;UNITED STATES OF AMERICA;N/A;3135455722;;Y;COVINO, MEGHAN;DETROIT;MI;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;522291;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;78083.0;Year;Level II;OES;2017;OFLC ONLINE DATA CENTER;87000.0;0.0;Year;N;N;;;;DETROIT;WAYNE;MI;48226;
I-200-17023-767933;CERTIFIED;42776.0;42782.0;H-1B;42942.0;44037.0;FIDELITY SERVICE COMPANY, INC.;FIDELITY INVESTMENTS;245 SUMMER STREET;BOSTON;MA;02210;UNITED STATES OF AMERICA;N/A;8008355099;;Y;SWAPP, RUSSELL;BOSTON;MA;SENIOR DATABASE ADMINISTRATOR;15-1141;DATABASE ADMINISTRATORS;523999;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;63606.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;63606.0;105000.0;Year;N;N;NA;;;MERRIMACK;HILLSBOROUGH;NH;03054;
I-200-17051-926849;CERTIFIED;42786.0;42790.0;H-1B;42967.0;44063.0;VISIONET SYSTEMS, INC.;;4B CEDARBROOK DRIVE;CRANBURY;NJ;08512;UNITED STATES OF AMERICA;;6094520700;;N;,;;;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;8.0;8.0;0.0;0.0;0.0;0.0;0.0;Y;70221.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;71000.0;0.0;Year;Y;N;Y;Y;;JERSEY CITY;HUDSON;NJ;07310;
I-200-17072-142171;CERTIFIED;42808.0;42814.0;H-1B;42817.0;43912.0;GOOGLE INC.;N/A;1600 AMPHITHEATRE PARKWAY;MOUNTAIN VIEW;CA;94043;UNITED STATES OF AMERICA;;6502534513;;Y;MCLAUGHLIN, KYLE;DALLAS;TX;SOFTWARE ENGINEER (1615.32147);15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541512;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;106623.0;Year;N/A;Other;2017;RADFORD GLOBAL TECHNOLOGY SURVEY;150000.0;0.0;Year;N;N;NA;;;MOUNTAIN VIEW;SANTA CLARA;CA;94043;
I-200-16280-788422;CERTIFIED;42654.0;42661.0;H-1B;42663.0;43757.0;SUNRUN, INC.;;595 MARKET STREET;SAN FRANCISCO;CA;94105;UNITED STATES OF AMERICA;;4155806789;;Y;MULLANE, AMANDA;SAN DIEGO;CA;SR. SALESFORCE.COM APPLICATIONS DEVELOPER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;221122;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;117770.0;Year;Level III;OES;2016;OFLC ONLINE DATA CENTER;125000.0;0.0;Year;N;N;NA;;;SAN FRANCISCO;SAN FRANCISCO;CA;94105;
I-200-17152-954301;CERTIFIED;42887.0;42893.0;H-1B;42887.0;43982.0;MOTIVATE, INC.;;4141 JUTLAND DRIVE;SAN DIEGO;CA;92117;UNITED STATES OF AMERICA;;8666444432;;Y;CAOUETTE, CORY;SAN JOSE;CA;SOCIAL MEDIA MANAGER;27-3031;PUBLIC RELATIONS SPECIALISTS;541840;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;56805.0;Year;Level II;Other;2016;OFLC ONLINE DATA CENTER;60000.0;0.0;Year;N;N;NA;Y;;NEW YORK;KINGS;NY;10036;
I-200-17065-510943;CERTIFIED;42800.0;42804.0;H-1B;42982.0;44077.0;HEXAWARE TECHNOLOGIES, INC.;N/A;101 WOOD AVENUE SOUTH;ISELIN;NJ;08830;UNITED STATES OF AMERICA;N/A;6094096950;;Y;MORTON, MICHAEL;TROY;MI;SYSTEMS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;65707.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;66000.0;0.0;Year;Y;N;Y;;;OMAHA;DOUGLAS;NE;68137;
I-200-16357-449244;CERTIFIED;42726.0;42733.0;H-1B;42726.0;43820.0;CAPGEMINI AMERICA INC;N/A;333 WEST WACKER DRIVE;CHICAGO;IL;60606;UNITED STATES OF AMERICA;N/A;3123955000;;N;,;;;TEST CONSULTANT 2;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;5416;3.0;0.0;1.0;0.0;0.0;1.0;1.0;Y;68328.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;68400.0;0.0;Year;Y;N;Y;;;BLOOMINGTON;MCLEAN;IL;61791;
